Co./Last Name	Date	Customer PO	Item Number	Quantity	Description	Price
Briscoes Group NZ Ltd	19/05/2014	7002272818	vspbb37	6	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002272961		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002272961	astbrb	3	Acr Squ Toiletbrush Black	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002272961	aocdt	6	Acr Org Cosmetic Draw Top	$6.70
Briscoes Group NZ Ltd	19/05/2014	7002272961	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002272961	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002272961	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002272961		3		$0.00

Briscoes Group NZ Ltd	19/05/2014	7002273101		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273101	ictbrbk	3	Ice Crystal ToiletBrush Black6	$21.45
Briscoes Group NZ Ltd	19/05/2014	7002273101		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273101	pmms	2	Personal Mir Mens Shaving	$17.00
Briscoes Group NZ Ltd	19/05/2014	7002273101	vsnpsr	6	Natural Pumice Stone on Rope	$0.35
Briscoes Group NZ Ltd	19/05/2014	7002273101	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002273303	sttu	3	Stone Tumbler (3)	$4.87
Briscoes Group NZ Ltd	19/05/2014	7002273303	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002273303	hetubk	3	Heron Tumbler Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273303	ictub	3	Ice Crystal Tumbler Blue (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002273303	astuw	3	Acr Squ Tumbler White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002273303	attbrw	3	Acr Twist Toiletbrush White	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002273303	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002273303	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002273303	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002273387	stsp	6	Stone Soap Pump (6)	$8.04
Briscoes Group NZ Ltd	19/05/2014	7002273387	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002273387		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273387	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273387	ictub	3	Ice Crystal Tumbler Blue (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002273387		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273387	vsnlwh	6	Natural Loofah on handle 35cm	$2.40

Briscoes Group NZ Ltd	19/05/2014	7002273590		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273590	satu	3	Sandstone Tumbler (3)	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002273590	hespbk	6	Heron Soap Pump Black (6)	$8.80
Briscoes Group NZ Ltd	19/05/2014	7002273590	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273590	pmb	2	Personal Mirror Barrell	$19.02
Briscoes Group NZ Ltd	19/05/2014	7002273590	attbw	3	Acr Twist Toothbrush White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002273590	pmtml	2	Personla Mir Travel Oval LED	$25.00
Briscoes Group NZ Ltd	19/05/2014	7002273590	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002273590	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	19/05/2014	7002273590	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002273590	vspfwfc	12	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002273659	sasp	6	Sandstone Soap Pump (6)	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002273659	satb	6	Sandstone Toothbrush Holder (3	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273659		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273659	asspb	6	Acy Squ Soap Pump Black	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002273659	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002273659	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002273659	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002273659	vspsc	6	Plastic Shower Cap Single	$0.50

Briscoes Group NZ Ltd	19/05/2014	7002273787	ictb	3	Ice Crystal Toothbr Hldr (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002273787		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273787		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273787	hesdbk	3	Heron Soap Dish Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273787	aocdt	6	Acr Org Cosmetic Draw Top	$6.70
Briscoes Group NZ Ltd	19/05/2014	7002273787		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273787	vsnbb35	6	Natural Bath Brush 35cm	$1.70

Briscoes Group NZ Ltd	19/05/2014	7002273938		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273938	icsps	6	Ice Crystal Soap Pump Silver 6	$11.21
Briscoes Group NZ Ltd	19/05/2014	7002273938	brspg	6	Brampton Soap Pump Grey 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002273938	hesdbk	3	Heron Soap Dish Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273938		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002273938	hetbrbk	6	Heron Toilet Brush Black (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002273938	hetubk	6	Heron Tumbler Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273938	hetbg	3	Heron Toothbrush Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002273938	aocb	6	Acrylic Organizer Cos & Bath	$14.00
Briscoes Group NZ Ltd	19/05/2014	7002273938	astbrw	3	Acr Squ Toiletbrush White	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002273938	asspb	6	Acy Squ Soap Pump Black	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002273938	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002273938	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002273938	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002274061	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002274061	ictb	3	Ice Crystal Toothbr Hldr (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002274061	icsd	3	Ice Crystal Soap Dish (3)	$5.36
Briscoes Group NZ Ltd	19/05/2014	7002274061	ictubk	3	Ice Crystal Tumbler Black (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002274061		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274061		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274061	brspw	6	Brampton Soap Pump White 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274061	icspbk	6	Ice Crystal Soap Pump Blk (6)	$11.21
Briscoes Group NZ Ltd	19/05/2014	7002274061	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002274061	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002274061	vspbb37	6	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002274213	icsp	6	Ice Crystal Soap Pump (6)	$11.21
Briscoes Group NZ Ltd	19/05/2014	7002274213		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274213	icsps	6	Ice Crystal Soap Pump Silver 6	$11.21
Briscoes Group NZ Ltd	19/05/2014	7002274213	brspg	6	Brampton Soap Pump Grey 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274213		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274213	brtug	3	Brampton Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002274213	brtbw	3	Brampton Toothbrush White (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002274213		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274213	hespbk	6	Heron Soap Pump Black (6)	$8.80
Briscoes Group NZ Ltd	19/05/2014	7002274213		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274213	hespg	6	Heron Soap Pump Grey (6)	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274213	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002274213	pmcl	2	Personal Mirror Circular Large	$26.63
Briscoes Group NZ Ltd	19/05/2014	7002274213	astuw	3	Acr Squ Tumbler White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002274213	asspw	6	Acr Squ Soap Pump  White	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002274213	asspb	6	Acy Squ Soap Pump Black	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002274213	attuw	3	Acr Twist Tumbler White	$5.40
Briscoes Group NZ Ltd	19/05/2014	7002274213	atspw	6	Acr Twist Soap Pump White	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002274213	atsdb	3	Acr Twist Soap Dish Black	$4.00
Briscoes Group NZ Ltd	19/05/2014	7002274213	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002274213	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002274213	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	19/05/2014	7002274213	vsnols	6	Natural Oval Loofah Sponge	$1.01
Briscoes Group NZ Ltd	19/05/2014	7002274213	vsnpsr	6	Natural Pumice Stone on Rope	$0.35
Briscoes Group NZ Ltd	19/05/2014	7002274213	vsnwbp	6	Natural Waffell Bath Pillow	$3.34
Briscoes Group NZ Ltd	19/05/2014	7002274213	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002274213	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002274489		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274489	ictb	3	Ice Crystal Toothbr Hldr (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002274489		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274489	ictbrbk	3	Ice Crystal ToiletBrush Black6	$21.45
Briscoes Group NZ Ltd	19/05/2014	7002274489	brspg	6	Brampton Soap Pump Grey 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274489		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274489	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002274489	astuw	3	Acr Squ Tumbler White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002274489	astbrw	3	Acr Squ Toiletbrush White	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002274489	astbrb	3	Acr Squ Toiletbrush Black	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002274489	atsdw	3	Acr Twist Soap Dish White	$4.00
Briscoes Group NZ Ltd	19/05/2014	7002274489	pmms	2	Personal Mir Mens Shaving	$17.00
Briscoes Group NZ Ltd	19/05/2014	7002274489	aocdt	6	Acr Org Cosmetic Draw Top	$6.70
Briscoes Group NZ Ltd	19/05/2014	7002274489	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002274489	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002274489	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	19/05/2014	7002274489	vspbb37	6	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002274563		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274563		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274563	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002274563	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002274563	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002274563	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002274742	hetbrbk	6	Heron Toilet Brush Black (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002274742	hetubk	6	Heron Tumbler Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002274742	astuw	3	Acr Squ Tumbler White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002274742	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002274742	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	19/05/2014	7002274742	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002274840	satu	3	Sandstone Tumbler (3)	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002274840		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274840	ictbs	3	Ice Crystal Toothbrush Sil (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002274840	ictus	3	Ice Crystal Tumbler Silver (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002274840		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274840	brspg	6	Brampton Soap Pump Grey 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274840	brspw	6	Brampton Soap Pump White 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274840	hespg	6	Heron Soap Pump Grey (6)	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002274840	attbrw	3	Acr Twist Toiletbrush White	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002274840		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002274840	vsnbb35	6	Natural Bath Brush 35cm	$1.70

Briscoes Group NZ Ltd	19/05/2014	7002275110	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002275110		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275110		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275110	astbw	3	Acr Squ Toothbrush White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002275110	asspw	6	Acr Squ Soap Pump  White	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002275110	attbw	3	Acr Twist Toothbrush White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002275110	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002275110	vsbg	6	Bamboo Glove	$2.50
Briscoes Group NZ Ltd	19/05/2014	7002275110	vspbb37	6	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002275261		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275261	satu	3	Sandstone Tumbler (3)	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002275261		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275261	brtbrw	6	Brampton Toiletbrush White 6	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002275261	hespg	6	Heron Soap Pump Grey (6)	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002275261	astbrw	3	Acr Squ Toiletbrush White	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002275261	attuw	3	Acr Twist Tumbler White	$5.40
Briscoes Group NZ Ltd	19/05/2014	7002275261	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002275261	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002275261	vspbb37	12	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002275261	vspsc	6	Plastic Shower Cap Single	$0.50

Briscoes Group NZ Ltd	19/05/2014	7002275380	sttu	3	Stone Tumbler (3)	$4.87
Briscoes Group NZ Ltd	19/05/2014	7002275380		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275380	icsp	6	Ice Crystal Soap Pump (6)	$11.21
Briscoes Group NZ Ltd	19/05/2014	7002275380	icsdbk	3	Ice Crystal Soap Dish Black (3	$5.36
Briscoes Group NZ Ltd	19/05/2014	7002275380		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275380	hetubk	3	Heron Tumbler Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275380	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002275380	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002275380	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	19/05/2014	7002275380	vsnpsr	6	Natural Pumice Stone on Rope	$0.35
Briscoes Group NZ Ltd	19/05/2014	7002275380	vspbb37	12	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002275568		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275568		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275568	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275568	astub	3	Acr Squ Tumbler Black	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002275568	aocr	6	Acr Org Cotton Round	$8.42
Briscoes Group NZ Ltd	19/05/2014	7002275568		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275568	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	19/05/2014	7002275568	vsnpsr	6	Natural Pumice Stone on Rope	$0.35
Briscoes Group NZ Ltd	19/05/2014	7002275568	vspbb37	12	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002275568	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002275687	sasd	3	Sandstone Soap Dish (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275687		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275687	hetubk	3	Heron Tumbler Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275687	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275687	ictub	3	Ice Crystal Tumbler Blue (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002275687	astub	3	Acr Squ Tumbler Black	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002275687	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002275687	vsnols	6	Natural Oval Loofah Sponge	$1.01
Briscoes Group NZ Ltd	19/05/2014	7002275687	vsnwbp	6	Natural Waffell Bath Pillow	$3.34
Briscoes Group NZ Ltd	19/05/2014	7002275687	vspbb37	12	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002275687	vspbb21	6	Plastic Bath Brush 21cm	$1.45

Briscoes Group NZ Ltd	19/05/2014	7002275837	sttu	3	Stone Tumbler (3)	$4.87
Briscoes Group NZ Ltd	19/05/2014	7002275837	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002275837		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275837		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275837	brtug	3	Brampton Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275837		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275837	hetbrbk	6	Heron Toilet Brush Black (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002275837		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275837	hetug	3	Heron Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002275837	pmo	2	Personal Mirror Oval	$22.83
Briscoes Group NZ Ltd	19/05/2014	7002275837	attbb	3	Acr Twist Toothbrush Black	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002275837	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002275837		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002275837	vsnfb	6	Natural Face Brush Handle	$1.45
Briscoes Group NZ Ltd	19/05/2014	7002275837	vspbb37	12	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002275837	vspf	6	Plastic File	$0.54
Briscoes Group NZ Ltd	19/05/2014	7002275837	vspfwfc	12	Plastic Four Way Foot Care	$0.99
Briscoes Group NZ Ltd	19/05/2014	7002275837	vspsc	6	Plastic Shower Cap Single	$0.50
Briscoes Group NZ Ltd	19/05/2014	7002275837	vsnlwh	6	Natural Loofah on handle 35cm	$2.40

Briscoes Group NZ Ltd	19/05/2014	7002276004		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276004	sasd	3	Sandstone Soap Dish (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276004		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276004		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276004	brspg	6	Brampton Soap Pump Grey 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002276004	brspw	6	Brampton Soap Pump White 6	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002276004		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276004	hetbg	3	Heron Toothbrush Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276004	astbw	3	Acr Squ Toothbrush White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002276004	asspw	6	Acr Squ Soap Pump  White	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002276004	attbrw	3	Acr Twist Toiletbrush White	$13.20
Briscoes Group NZ Ltd	19/05/2014	7002276004	vsnwbp	6	Natural Waffell Bath Pillow	$3.34
Briscoes Group NZ Ltd	19/05/2014	7002276004	vspbb37	12	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	19/05/2014	7002276004	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	19/05/2014	7002276118	sttu	3	Stone Tumbler (3)	$4.87
Briscoes Group NZ Ltd	19/05/2014	7002276118	icsd	6	Ice Crystal Soap Dish (3)	$5.36
Briscoes Group NZ Ltd	19/05/2014	7002276118	ictbrs	3	Ice Crystal Toilet Br Silver 6	$21.45
Briscoes Group NZ Ltd	19/05/2014	7002276118		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276118	brtbw	3	Brampton Toothbrush White (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276118		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276118	hetubk	3	Heron Tumbler Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276118	attbb	3	Acr Twist Toothbrush Black	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002276118	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	19/05/2014	7002276118	vspbb37	12	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002276319	stsp	6	Stone Soap Pump (6)	$8.04
Briscoes Group NZ Ltd	19/05/2014	7002276319	sasd	3	Sandstone Soap Dish (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276319	ictubk	3	Ice Crystal Tumbler Black (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002276319	icsps	6	Ice Crystal Soap Pump Silver 6	$11.21
Briscoes Group NZ Ltd	19/05/2014	7002276319	ictbs	3	Ice Crystal Toothbrush Sil (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002276319		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276319	brtug	3	Brampton Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276319		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276319	pmb	2	Personal Mirror Barrell	$19.02
Briscoes Group NZ Ltd	19/05/2014	7002276319	asspw	6	Acr Squ Soap Pump  White	$8.17
Briscoes Group NZ Ltd	19/05/2014	7002276319	attbw	3	Acr Twist Toothbrush White	$6.60
Briscoes Group NZ Ltd	19/05/2014	7002276319	attub	3	Acr Twist Tumbler Black	$5.40
Briscoes Group NZ Ltd	19/05/2014	7002276319	pmms	2	Personal Mir Mens Shaving	$17.00
Briscoes Group NZ Ltd	19/05/2014	7002276319	vsnwbp	6	Natural Waffell Bath Pillow	$3.34
Briscoes Group NZ Ltd	19/05/2014	7002276319	vsnwbs	6	Natural Waffel Bath Sponge	$1.36
Briscoes Group NZ Ltd	19/05/2014	7002276319	vspbb37	12	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002276443		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276443	sasd	3	Sandstone Soap Dish (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276443	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002276443	ictbrb	3	Ice Crystal ToiletBrush Blue 6	$21.45
Briscoes Group NZ Ltd	19/05/2014	7002276443	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	19/05/2014	7002276443	vspbb37	6	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	19/05/2014	7002276599	sttb	6	Stone Toothbrush Holder (3)	$5.19
Briscoes Group NZ Ltd	19/05/2014	7002276599	satbr	3	Sandstone T/Brush (6)	$17.55
Briscoes Group NZ Ltd	19/05/2014	7002276599	ictbs	3	Ice Crystal Toothbrush Sil (3)	$7.80
Briscoes Group NZ Ltd	19/05/2014	7002276599		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276599		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276599	brtug	3	Brampton Tumbler Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276599	hesdbk	3	Heron Soap Dish Black (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276599		0		$0.00
Briscoes Group NZ Ltd	19/05/2014	7002276599	hespg	6	Heron Soap Pump Grey (6)	$8.58
Briscoes Group NZ Ltd	19/05/2014	7002276599	hetbg	3	Heron Toothbrush Grey (3)	$6.44
Briscoes Group NZ Ltd	19/05/2014	7002276599	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	19/05/2014	7002276599	vsnbb35	6	Natural Bath Brush 35cm	$1.70
